test_row,dataset_index,review,true_labels,predicted_labels,exact_match,sample_f1,error_count,false_positives,false_negatives,predicted_confidence,maximum_wrong_confidence,prob_food,prob_price,prob_service,prob_ambiance,prob_miscellaneous
64,231,the price of each item is high but i did not like the taste of each item,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6583416598948355,0.0,0.6378258104880717,0.6788575093015993,0.315204537054748,0.33498343270638065,0.4177484296323352
14,326,the jhal fry portion was very juicy and the price was within the common man s budget,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6582419399256658,0.0,0.6432227834145569,0.6732610964367749,0.314003797500788,0.3369514159489711,0.41998113036652174
59,168,the reshmi kebab melts in your mouth and the price is also very good,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6581764066538942,0.0,0.6451509297716084,0.6712018835361802,0.3142623939929386,0.33648200700083336,0.4205368918696806
102,97,i have not eaten bharta with so much flavor before and the price is also low,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6581211770544417,0.0,0.64596399666109,0.6702783574477935,0.31202668771172604,0.3389870353529968,0.41907354787353873
146,101,chicken corn soup is just chicken and corn and the price is not that high,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6581150630449546,0.0,0.6349136350053333,0.681316491084576,0.31159802548863075,0.33715845044135284,0.4225866815957065
118,209,comilla s rasmalai is different and the price is reasonable,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.657873633521025,0.0,0.6407019873052565,0.6750452797367935,0.3183774823035696,0.33313358505189716,0.41773675570573326
58,198,the curd puffs here are good and the price is quite within the range,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6578145576273297,0.0,0.6467902686976074,0.668838846557052,0.31748530191129165,0.3347455336652168,0.4198295325714373
44,594,i ate dumba meat for the first time in my life and i liked the taste but it cost me a lot of money,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6576022176956526,0.0,0.6336044508919957,0.6815999844993095,0.31640110131750326,0.33470978832435955,0.42036550372757714
90,338,the taste of the food is bad but the price is sky high,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6574602579714943,0.0,0.6298036276663144,0.6851168882766743,0.31375172790341277,0.33640754140577883,0.4191647677296455
29,772,the food is of good quality and reasonably priced,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6574176383589938,0.0,0.6333434149519619,0.6814918617660258,0.3170017019541319,0.33502733946822866,0.41717196630479875
81,137,the price is low and the taste is good,"['food', 'price']","['food', 'price']",True,1.0,0,[],[],0.6574174411563616,0.0,0.6389626022487317,0.6758722800639915,0.31486200305862244,0.33817384467192596,0.4164767416002049
