encoder,C,class_weight,solver,macro_f1,micro_f1,food_f1,price_f1,service_f1,ambiance_f1,miscellaneous_f1
retrained,0.05,balanced,liblinear,0.7651836031681835,0.9122807017543859,0.9692307692307692,0.9879518072289156,0.8979591836734694,0.9041095890410958,0.06666666666666667
retrained,0.01,balanced,liblinear,0.7643219251636483,0.9137380191693291,0.9692307692307692,0.9879518072289156,0.8888888888888888,0.9041095890410958,0.07142857142857142
retrained,0.5,,liblinear,0.7535003596495076,0.9363784665579119,0.9737827715355806,0.9879518072289156,0.9072164948453608,0.8985507246376812,0.0
retrained,0.5,,lbfgs,0.7535003596495076,0.9363784665579119,0.9737827715355806,0.9879518072289156,0.9072164948453608,0.8985507246376812,0.0
retrained,1.0,,liblinear,0.7527287677484066,0.934640522875817,0.9699248120300752,0.9879518072289156,0.9072164948453608,0.8985507246376812,0.0
retrained,1.0,,lbfgs,0.7527287677484066,0.934640522875817,0.9699248120300752,0.9879518072289156,0.9072164948453608,0.8985507246376812,0.0
retrained,2.0,,liblinear,0.7519513525122028,0.9328968903436988,0.9660377358490566,0.9879518072289156,0.9072164948453608,0.8985507246376812,0.0
retrained,2.0,,lbfgs,0.7519513525122028,0.9328968903436988,0.9660377358490566,0.9879518072289156,0.9072164948453608,0.8985507246376812,0.0
retrained,5.0,,liblinear,0.7486007599819549,0.9281045751633987,0.9621212121212122,0.9879518072289156,0.9072164948453608,0.8857142857142857,0.0
retrained,0.1,,liblinear,0.740483440791355,0.9203252032520325,0.9458483754512635,0.9879518072289156,0.8936170212765957,0.875,0.0
retrained,0.1,,lbfgs,0.7316624155247508,0.9079159935379645,0.9257950530035336,0.9879518072289156,0.8695652173913043,0.875,0.0
retrained,0.05,,liblinear,0.7071610056769322,0.8885298869143781,0.9003436426116839,0.9879518072289156,0.8888888888888888,0.7586206896551724,0.0
retrained,0.05,,lbfgs,0.6708509555737786,0.8721311475409836,0.9003436426116839,0.9879518072289156,0.8505747126436781,0.6153846153846154,0.0
retrained,0.01,,liblinear,0.3776590899681199,0.7675675675675676,0.9003436426116839,0.9879518072289156,0.0,0.0,0.0
retrained,0.01,,lbfgs,0.3776590899681199,0.7675675675675676,0.9003436426116839,0.9879518072289156,0.0,0.0,0.0
